datetime,An,gsc,newci,newtleaf,Cs,ah,bh,ch,hs,es_Tleaf,Ds,gbw,gsw,gh,gv,gr,ghr,thermal_air,RH_eb,D,Ea,Icabs,NIR,Rabs,slope,Tlnew,es_Tlnew,E,Emm,Ansun,Ansh,Ci,Tleaf,Vcmax,Jmax,Gammastar,Kc,Ko
2017-11-30 21:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-11-30 22:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-11-30 23:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-12-01 00:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-12-01 01:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-12-01 02:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-12-01 03:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-12-01 04:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-12-01 05:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-12-01 06:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-12-01 07:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-12-01 08:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,7.054914383421523,-1.82729954195963,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 09:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,7.054914383421523,-1.82729954195963,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 10:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,7.054914383421523,-1.82729954195963,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 11:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,7.054914383421523,-1.82729954195963,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 12:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,7.054914383421523,-1.82729954195963,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 13:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,7.054914383421523,-1.82729954195963,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 14:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,7.054914383421523,-1.82729954195963,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 15:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,7.054914383421523,-1.82729954195963,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 16:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,7.054914383421523,-1.82729954195963,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 17:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,-1.0368800403330145,7.180911808546025,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 18:00:00,10.137755140809574,0.27642699692986805,327.4429277622349,24.56902192224803,364.5939516191621,0.2780560427782138,0.010850762171719208,-0.2130347634649531,0.8646710013119195,3.0883720117962232,0.4179462919326755,0.3464823227814083,0.4422831950877889,0.3181980515339464,0.1942824645468497,0.19812712412448952,0.5163251756584359,460.8084593249439,70.0,1.2301651189490928,2.870385277547882,55.8025,150.01025,999.9209561498878,0.23962413777073435,24.56902192224803,3.0883720117962232,0.0008361500487322184,0.054182523157847745,-1.0368800403330145,7.180911808546025,327.4429277622355,24.56902192224803,223.73245434279812,333.84624468870095,53.43596127604259,344.63908297805455,344.63908297805455
2017-12-01 19:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
2017-12-01 20:00:00,-1.4592763253614258,0.03843282350132297,449.50816227554026,16.5912682964346,411.0450262652432,0.0024328235013229673,0.28647398144861,-0.2130347634649531,1.0,1.8887219721214688,0.0,0.3464823227814083,0.06149251760211675,0.3181980515339464,0.05222398104850986,0.18262290863637617,0.5008209601703226,406.1546297277285,70.0,0.7017140749197789,1.6373328414794837,0.0,0.0,812.309259455457,0.1468614860551197,16.591268296434603,1.8887219721214688,0.00025920120818259424,0.016796238290232107,1.0521950415287071,9.248721413813836,449.50816227554026,16.591268296434603,97.28508835742839,160.6550476882215,32.99115957358348,216.74846540148934,216.74846540148934
